,Artist,Compound_Score,Genre,Lyric,Mood,New_Score,Tempo,Title,Top_Word
305,Clean Bandit Featuring Jess Glynne,-0.9974,['Electronica'],"We're a thousand miles from comfort, we have traveled land and sea 
But as long as you are with me, there's no place I'd rather be 
I would wait forever, exalted in the scene 
As long as I am with you, my heart continues to beat 

With every step we take, Kyoto to The Bay 
Strolling so casually 
We're different and the same, gave you another name 
Switch up the batteries 

If you gave me a chance, I would take it 
It's a shot in the dark but I'll make it 
Know with all of your heart you can't shame me 
When I am with you, there's no place I'd rather be 
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be

We staked out on a mission to find our inner peace
Make it everlasting so nothing's incomplete
It's easy being with you, sacred simplicity
As long as we're together, there's no place I'd rather be

With every step we take, Kyoto to The Bay
Strolling so casually
We're different and the same, gave you another name
Switch up the batteries

If you gave me a chance, I would take it 
It's a shot in the dark but I'll make it,
Know with all of your heart you can't shame me 
When I am with you, there's no place I'd rather be 
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be

Hmm, hoo
Be, be, be, be, be, be, be, be, be
Yeah-e-yeah-e-yeah-e-yeah-e-yeah, yeah, yeah 

If you gave me a chance, I would take it 
It's a shot in the dark but I'll make it 
Know with all of your heart you can't shame me 
When I am with you, there's no place I'd rather be 
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be 

N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
N-n-n-no, no, no, no place I'd rather be
When I am with you, there's no place I'd rather be",[],0.12,[],Rather Be,"[('rather', 20), ('place', 20), ('yeah', 7)]"
306,DeJ Loaf,-0.9964,['Urban'],"Let a nigga try me, try me
I'm a get his whole mothafuckin' family
And I ain't playin' with nobody
Fuck around and I'm a catch a body

Let a nigga try me, try me
I'm a get his whole mothafuckin' family
And I ain't playin' with nobody
Fuck around and I'm a catch a body

Bitch I got the mac or the 40
Turn a bitch to some macaroni
Tell me how you want it I'm on it
I really mean it I'm just not recordin'
Still a blow the choppa, for all you oppa's
Leave a bitch nigga head in pasta
You are an impostor, ain't got no money
Put the burner to his tummy, and make it bubbly
I really hate niggas I'm a Nazi
Love wearin' all black, you should see my closet
Rock that all white, when I'm feelin' Godly
Pop out like Coke, I ain't gotta park it
Fuck is y'all saying, bitch my hood love me
48214 real niggas know me
I been out my mind since they killed my cousin
Free my cousin Devin, man he just called me
All these niggas love me, can't get 'em off me
Fuck around gave him my number, he won't stop callin'
IBGM the clique bitch you see us scorin'
V.I.P in the plural, while yo section borin'
Got a bitch that Set it Off like Jada Pinkett, Queen Latifah
You rollin' around with yo nieces bitch TeeTee
Mind full money, got a heart full of demons
Mobbin' like Italians, we really take yo fingas
Turn yo face into a pizza, no acne
Have you singin' like Alicia, fuck with my family
They be like you little, but got damn she spazzin'
Do the whole crew, my bitches freak nasty

Let a nigga try me, try me
I'm a get his whole mothafuckin' family
And I ain't playin' with nobody
Fuck around and I'm a catch a body

Let a nigga try me, try me
I'm a get his whole mothafuckin' family
And I ain't playin' with nobody
Fuck around and I'm a catch a body

Bitch I got the Tommy no Hilfiger
Lil Dej ain't 'bout it, bitch how you figure
I don't do no drugs, I be off liquor
So lifted, flyer than yo girl, baby gone and take my picture
See I gotta get this money, my palms itchin'
Niggas gossip like hoes, most of 'em bitches
I don't wanna do no songs, I don't wanna kick it
And I ain't signin' to no label, bitch I'm independent

Let a nigga try me, try me
I'm a get his whole mothafuckin' family
And I ain't playin' with nobody
Fuck around and I'm a catch a body",['Sensual'],0.17,['Medium Tempo'],Try Me,"[('bitch', 10), ('try', 10), ('ain', 9)]"
307,Ella Henderson,-0.9959,['Pop'],"I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

My friends had you figured out
Yeah they saw what's inside of you
You tried hiding another you
But your evil was coming through

These guys sitting on the wall
They watch every move I make
Bright light living in the shade
Your cold heart makes my spirit shake

I had to go through hell to prove I'm not insane
Had to meet the devil just to know his name
And that's when my love was burning
Yeah, it's still burning

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

Each time that I think you go
I turn around and you're creeping in
And I let you under my skin
'Cause I love living in the sin

Boy, you never told me
True love was going to hurt
True pain I don't deserve
Truth is that I never learn

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

Give up the ghost, give up the ghost
Give up the ghost, stop the haunting baby
Give up the ghost, give up the ghost
Give up the ghost, no more haunting baby

I keep going to the river

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake

I keep going to the river to pray
'Cause I need something that can wash off the pain
And at most I'm sleeping all these demons away
But your ghost, the ghost of you, it keeps me awake",['Excited'],0.19,['Medium Tempo'],Ghost,"[('ghost', 20), ('going', 9), ('pain', 8)]"
308,Nicki Minaj,-0.9982,['Urban'],"My anaconda don't
My anaconda don't
My anaconda don't want none
Unless you got buns, hun

Boy toy named Troy
Used to live in Detroit 
Big dope dealer money
He was getting some coins
Was in shoot outs with the law
But he live in a palace
Bought me Alexander McQueen
He was keeping me stylish
Now that's real, real, real
Gun in my purse
Bitch I came dressed to kill
Who wanna go first?
I had 'em pushin' daffodils
I'm high as hell
I only took a half a pill
I'm on some dumb shit

By the way, what he say?
He can tell I ain't missing no meals
Come through and fuck him in my automobile
Let him eat it with his grills
He keep telling me to chill
And he telling me it's real
That he love my sex appeal
Say he don't like 'em boney
He want something he can grab
So I pulled up in the Jag
And I hit 'em with the jab like
Dun-d-d-dun-dun-d-d-dun-dun

My anaconda don't
My anaconda don't
My anaconda don't want none
Unless you got buns, hun

Oh my gosh, look at her butt
Oh my gosh, look at her butt
Oh my gosh, look at her butt
(Look at her butt)
Look at, look at, look at
Look at her butt

This dude named Michael
Used to ride motorcycles
Dick bigger than a tower
I ain't talking about Eiffel's
Real country-ass nigga
Let me play with his rifle
Pussy put his ass to sleep
Now he calling me NyQuil
Now that bang, bang, bang
I let him hit it 'cause he slang cocaine
He toss my salad like his name Romaine
And when we done
I make him buy me Balmain
I'm on some dumb shit

By the way, what he say?
He can tell I ain't missing no meals
Come through and fuck him in my automobile
Let him eat it with his grills
He keep telling me to chill
And he telling me it's real
That he love my sex appeal
Say he don't like 'em boney
He want something he can grab
So I pulled up in the Jag
And I hit 'em with the jab like
Dun-d-d-dun-dun-d-d-dun-dun

My anaconda don't
My anaconda don't
My anaconda don't want none
Unless you got buns, hun

Oh my gosh, look at her butt
Oh my gosh, look at her butt
Oh my gosh, look at her butt
(Look at her butt)
Look at, look at, look at
Look at her butt

Little in the middle but she got much back
Little in the middle but she got much back
Little in the middle but she got much back
Oh my God
(Look at her butt)

My anaconda don't
My anaconda don't
My anaconda don't want none
Unless you got buns, hun

D-d-don't, my anaconda don't
D-d-d-d-don't want none
Unless you got buns, hun

Oh my gosh, look at her butt
Oh my gosh, look at her butt
Oh my gosh, look at her butt
(Look at her butt)
Look at, look at, look at
Look at her butt

Yeah, he love this fat ass
Yeah, this one is for my bitches with a fat ass in the fucking club
I said, where my fat ass big bitches in the club?
Fuck the skinny bitches, fuck the skinny bitches in the club
I wanna see all the big fat ass bitches in the motherfucking club
Fuck you if you skinny bitches, what?

Yeah, I got a big fat ass
Come on

Hey!
Hey!
Hey!",['Defiant'],0.08,['Medium Tempo'],Anaconda,"[('look', 25), ('don', 17), ('butt', 16)]"
309,MAGIC!,-0.9966,['Other'],"Saturday morning, jumped out of bed
And put on my best suit
Got in my car and raced like a jet
All the way to you

Knocked on your door with heart in my hand
To ask you a question
'Cause I know that you're an old-fashioned man
Yeah, yeah

Can I have your daughter for the rest of my life?
Say yes, say yes, 'cause I need to know
You say I'll never get your blessings till the day I die
""Tough luck, my friend, but the answer is no!""

Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway

Marry that girl
Marry her anyway
Marry that girl
Yeah, no matter what you say
Marry that girl
And we'll be a family

Why you gotta be so rude?

I hate to do this, you leave no choice
I can't live without her
Love me or hate me we will be boys
Standing at that altar

Or we will run away
To another galaxy, you know
You know she's in love with me
She will go anywhere I go

Can I have your daughter for the rest of my life?
Say yes, say yes, 'cause I need to know
You say I'll never get your blessings till the day I die
""Tough luck my friend 'cause the answer's still no!""

Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway

Marry that girl
Marry her anyway
Marry that girl
No matter what you say
Marry that girl
And we'll be a family

Why you gotta be so rude?

Can I have your daughter for the rest of my life?
Say yes, say yes, 'cause I need to know
You say I'll never get your blessings till the day I die
""Tough luck my friend but no still means no!""

Why you gotta be so rude?
Don't you know I'm human too?
Why you gotta be so rude?
I'm gonna marry her anyway

Marry that girl
Marry her anyway
Marry that girl
No matter what you say
Marry that girl
And we'll be a family

Why you gotta be so rude?
Why you gotta be so rude? Why?
Why you gotta be so rude?",['Sensual'],0.16,['Medium Tempo'],Rude,"[('marry', 15), ('say', 12), ('rude', 11)]"
310,One Direction,-0.9628,['Pop'],"Going out tonight
Changes into something red
Her mother doesn't like that kind of dress
Everything she never had
She's showing off

Driving too fast
Moon is breaking through her hair
She's heading for something that she won't forget
Having no regrets is all that she really wants

We're only getting older, baby
And I been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes

Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes
It will never change
Me and you

Chasing it tonight, doubts are running 'round her head
He's waiting, hides behind a cigarette
Heart is beating loud, and she doesn't want it to stop

Moving too fast
Moon is lighting up her skin
She's falling, doesn't even know it yet
Having no regrets is all that she really wants

We're only getting older, baby
And I been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes

Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes
It will never change
Me and you 

Going out tonight
Changes into something red
Her mother doesn't like that kind of dress
Reminds her of a missing piece of innocence she lost

We're only getting older, baby
And I been thinking about it lately
Does it ever drive you crazy
Just how fast the night changes

Everything that you've ever dreamed of
Disappearing when you wake up
But there's nothing to be afraid of
Even when the night changes

It will never change, baby
It will never change, baby
It will never change
Me and you",['Empowering'],1.85,['Medium Tempo'],Night Changes,"[('changes', 8), ('night', 6), ('ever', 6)]"
311,Eric Church,0.9781,['Traditional'],"It was the summer before
The real world started and
The deal was we would get to go, if we
Cleaned it up, and got it runnin'
Daddy's old Winnebago

Wing and a prayer down 65
Five best friends on four bald tires
I can still see Billy smilin'
When we finally made it

To Talladega, boys raised up
Whiskey in your glass
Here's to turnin' up, slowin' down
And cars that go real fast
We were laughin' and livin'
Drinkin' and wishin'
And thinkin' as that checkered flag was wavin'
Sure would like to stay in
Talladega

Like a storm, time rolls on
You can't hit pause as we just did
Most days in life don't stand out
But life's about those days that will, like
Rocking Randall, getting rowdy
Shooting Roman candles at the man in the moon
'Til the Alabama sun was breakin'

To Talladega, boys raised up
Whiskey in your glass
Here's to turnin' up, slowin' down
And cars that go real fast
We were laughin' and livin'
Drinkin' and wishin'
And thinkin' as that checkered flag was wavin'
Sure would like to stay in
Talladega
Talledega

When the winds go cold and it blows October
I think about us shoulder to shoulder
Like those cars my thoughts roll over and over and over
In my mind

Tonight, I'm in Talladega, boys raised up
Whiskey in your glass
Here's to turnin' up, slowin' down
And cars that go real fast
We were laughin' and livin'
Drinkin' and wishin'
And thinkin' as that checkered flag was wavin'
Sure would like to stay in
Talladega

Talladega
Talladega",['Empowering'],98.91,['Medium Tempo'],Talladega,"[('talladega', 8), ('like', 6), ('cars', 4)]"
312,Trey Songz Featuring Nicki Minaj,0.9661,['Urban'],"(Intro: Nicki Minaj)
Woo
Yeah, Young Money
Trigga Trey
Let's get it
Burrr

(Verse 1: Trey Songz)
No, I ain't tryna flex, no ceilings you can see who's in it
If we're talking about sex, girl, you know that I invented that
And I'm onto the next, that's unless you bring a friend who with it

Oh, I'm sorry, oh, you mad that I came to the party?
Like, no no no
You took your girl to the club and now she gone, gone, gone
Now she asking me when I'm taking her home, home, home
I tell her ""let's go"" long as you know
'Cause I know when we get alone

(Chorus 1: Trey Songz)
I'm touchin' you tonight, I'm lovin' you tonight (Wait nope)
I'm fuckin' you, girl, you must be used to spendin', putting in that time
Touchin', lovin', fuckin', can't make up my mind
I'm lovin' you. (Wait nope) I'm fuckin' you tonight

(Verse 2: Trey Songz)
Girl you fuckin' with the best
Take a picture while I'm deep up in it
Oh-oh-oh, and if they living right next
Then I bet they know my name in a minute
Let me feel your body sweating, I promise I'll keep your body dripping

(Verse 3: Nicki Minaj)
Sometimes I tell 'em I love 'em because I just wanna fuck 'em
I never love 'em, I cuff 'em and when we done I'mma duck 'em
He Ferragamo the buckle, he Louis V on the duffel
The pussy wetter than puddles, I ride his dick like a shuttle
I said real niggas let real bitches cum first
And real bitches been bad bitches from birth
Uh, k-k-kiss him when he cumming
M-m-make more money last year than Mister Drummond
Oh-oh-oh, he like it when I ride it slow

(Chorus 2: Trey Songz)
I'm touchin' you tonight, I'm lovin' you tonight (Wait nope)
I'm fuckin' you, girl
You must be used to spendin', putting in that time
Touchin', lovin', fuckin', can't make up my mind
Nicki, you know that I love ya, I'm loving you
And I really wanna touch ya, I'm fucking you tonight

(Outro: Nicki Minaj)
[Laughs] What you mean, ""wait, no"", like... what?!
You better act like you know nigga, it's Nicki Minaj!",['Cool'],98.31,['Medium Tempo'],"Touchin, Lovin","[('fuckin', 6), ('tonight', 6), ('know', 6)]"
313,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",-0.6199,['Urban'],"I'll hold you down
I'm on my way

All you've been thinking about
Do anything you want and let emotion rule your mind
And now you say you dream about doing it anyway
Oh yeah, just tell me where it's on your mind (on your mind)
Sit in my whip and see the stars (and see the stars)
Show me just who you are (show me just who you are)
You know I really hold you down (hold you down)
And when you not around (when you not around)

I'll hold you down
(I'm the one gon' hold you down)
(I'm the one gon' hold you down)
I'm on my way
(I'm the one be rolling up in that Bentley truck)
('Cause I'm old enough)
Want you here right now
(You the one that got all the needs)
(Give me all of you or all of me)
I'm on my way
(I'm the one that's gon' hold you down)
(I'm the one gon' hold you down)

I had some problems back home (so I heated up)
I ain't with that bullshit at all (then I laid it down)
Maybe it's that Virginia in me (nigga say something)
Have a young nigga go so hard
Through it all you stuck with me
Through it all you never ducked off like a coward when he hit me
Get me? Girl I swear to God you the real one and you know it
And I don't hurt anyone of y'all for the real one and you know it
And I hold it down
Started from the bed, ended up the on the floor
And now let that ass up off the ground
I'mma put you on my shoulders, let me give you what's in store
Girl, you deserve it, all the time you been servin'
Away from the realest nigga in it, I'mma take you away
And I hold you down, (I'mma hold you down) I'mma hold you down baby

I'm the one gone hold you down
Put you in that Ghost so you enjoy the town
Even when the roads is down
You mesmerized by the flying sky
We gotta socialize and cherished times
This shit is deeper than love
I pull up in that Lamborghini, the doors in the sky
Shit is straight up suicide
You in that new Bentley truck
New, new Bentley truck
Oh, oh, oh, ooh
We've been playing in that Versace
We go to Abu Dhabi for a hobby
Your body my new Bugatti

Live an expensive life and I'm just getting started
I get instant hype 'cause you forever my lady
Forever my baby (real life)
Hold you down, hold you down
Girl you helped me up when I was down
In and out, girl
Hold you down like I'm supposed to
Real nigga, I know you, real nigga, I know you",['Sensual'],18.99,['Slow Tempo'],Hold You Down,"[('hold', 16), ('one', 9), ('real', 5)]"
314,Fergie,0.9844,['Pop'],"La la la la
La la la la
La la la la
La la la la
Mustard on the beat

Uh, tell 'em where I'm from
Finger on the pump make the sixth straight jump from SoCal
Hollywood to the slums
Chronic smoke get burnt by the California sun
On the west side east coast where you at
Just got to New York like a net on a jet
To London, to Brazil, to Quebec
Like the whole damn world took effect to Ferg
Tell 'em

Laid back slow down
Better represent when we come to your town
Laid back slow down
Whatchu represent when we come to your town
Say

Get in with the business
I'ma be there in a minute
I just booked a pilot's ticket
Thinking Russia needs a visit
I'ma run it to the limit
And be on my way to Venice

L.A. got the people saying la la la la la
Brooklyn saying la la la la la
Hacienda saying la la la la la
Vegas saying la la la la la
Rio saying la la la la la
Tokyo saying la la la la la
Down Under saying la la la la la
Miami saying la la la la la
Jamaica

Every city, every state, every country you know
All around the globe
Every city, every state, every country you know
This is how we go

Uh tell 'em where I'm at
From the plaques to the uh uh
Everything fat
Got Mustard on a track
My girls all stack
When I roll down the window, let me know where you're
Atlanta, North South Cackalack
Texas grill, Cadillacs through Miami then back
To London, Jamaica then France
The whole damn world took effect to Ferg, tell'em

Laid back slow down
Better represent when we come to your town
Laid back slow down
Whatchu represent when we come to your town
Say

Get 'em with the business
When I come from Kansas City
Hit Manila till it's Christmas
Out to India I'll visit
Puerto Rico it's exquisite
Then my people back to Venice

L.A got the people sayin' la la la
Moscow, sayin', la la la
España, la la la
Kingston, sayin' la la la
San Diego sayin' la la la
Chi-Town sayin' la la la
Germany, sayin' la la la
La Puente sayin' la la la
Ibiza

Every city, every state, every country you know
All around the globe
Every city, every state, every country you know
This is how we go
Every city, every state, every country you know
All around the globe
Every city, every state, every country you know
This is how we go

L.A got the people sayin' la la la
Amsterdam, sayin', la la la
Frisco sayin', la la la
Switzerland sayin', la la la
Sao Paulo sayin', la la la
Joburg sayin', la la la
Mexico sayin', la la la
Stockholm sayin', la la la
Jamaica

You on that Cali shit
Puff it, feel whatever
You like to like it
We legalizing it
Yes you can join us now
We like to love it
We like to love it
We like to love it",[],99.23,[],L.A.LOVE (la la),"[('every', 18), ('sayin', 15), ('saying', 8)]"
315,T.I. Featuring Young Thug,-0.9975,['Urban'],"We Got London On Da Track!

Young Thug:
Bustin' out the bando
A nigga jewelry will melt 'em like a candle
I went from rags to riches to a feature with Tip
I went from Smart Car to a bitch with some smart lips
And the F&amp;N make my hip limp
I'm goin' fishin' with these little bitty shrimp dips
And my bank roll got a big dip
She gon' bring it on a big ship
Quite trill, no Quik Trip
I got drugs in the alley, no tip there
She just wanna have a good day
Smoke way more weed than a guy in L.A
I want them birds till next May
Never let 'em fly away
What!? I heard, aye
Listen what my nigga Tip say

If it ain't about the money
Don't be blowin' me up, nigga I ain't gettin' up
If it ain't about the money
Ain't no use in you ringin' my line, stop wastin' my time
If it ain't about the money
Nah I can't even hear what you say, I ain't finna do shit
If it ain't about the money
Bitch, you can miss me with it, bitch nigga miss me with it

Young Thug:
I pack an 11, I pack an 11
I ride in a gator, my shoes are Giuseppe
I'm slime like the reverend, I shoot at the reverend
Pants out the Gucci store, they stuck with lettuce
She try make the extras, I told on these bitches
When it's bout time to pay I'm a bail on these bitches

Ay what you think we in the neighborhood for?
Standin' at the corner store with a pocket full of dough
I'll be damned if a nigga wife a hood ho
Learned that from UGK back in ""Pocket Full of Stones""
Put your money down, I could buck a hard 4
You playin' with it, I'm a send 'em through your car door
My watch flooded, shit sick, got Parvo
I'm doin' it for black and yellow, free Hardo
The head honcho, nigga no Tonto, nigga
I'm quick to put some bricks in a Bronco, nigga
Niggas talk shit, well I don't respond to no nigga
No murder, no dough, no convo

If it ain't about the money
Don't be blowin' me up, nigga I ain't gettin' up
If it ain't about the money
Ain't no use in you ringin' my line, stop wastin' my time
If it ain't about the money
Nah I can't even hear what you say, I ain't finna do shit
If it ain't about the money
Bitch, you can miss me with it, bitch nigga miss me with it

Young Thug:
I pack an 11, I pack an 11
I ride in a gator, my shoes are Giuseppe
I'm slime like the reverend, I shoot at the reverend
Pants out the Gucci store, they stuck with lettuce
She try make the extras, I told on these bitches
When it's bout time to pay I'm a bail on these bitches

Ay what you think we in the neighborhood for?
Standin' in the trap, slangin' good blow
Maybach used to slang that crack
Buy a stolen car while he bang that AK
If you ever took a loss better bring that back
Catcha' witcha' betcha' heat will blow your brains bout that
Know you better be, on your best behavior when addressing me
Byegones, we don't let 'em be
Niggas disrespect me, I'm a catch a felony
If you listen I can get you paid
But not interested in shit you say

If it ain't about the money
Don't be blowin' me up, nigga I ain't gettin' up
If it ain't about the money
Ain't no use in you ringin' my line, stop wastin' my time
If it ain't about the money
Nah I can't even hear what you say, I ain't finna do shit
If it ain't about the money
Bitch, you can miss me with it, bitch nigga miss me with it

Young Thug:
I pack an 11, I pack an 11
I ride in a gator, my shoes are Giuseppe
I'm slime like the reverend, I shoot at the reverend
Pants out the Gucci store, they stuck with lettuce
She try make the extras, I told on these bitches
When it's bout time to pay I'm a bail on these bitches

Ay what you think we in the neighborhood for?
Standin' at the corner store with a pocket full of dough
I'll be damned if a nigga wife a hood ho
Learned that from UGK back in ""Pocket Full of Stones"", nigga!",['Cool'],0.11,['Medium Tempo'],About The Money,"[('ain', 21), ('nigga', 15), ('money', 13)]"
316,Florida Georgia Line,0.9765,['Traditional'],"I'm gonna wear my flip-flops and
I'm gonna play some flip-cup and
Rock a little bit of hip-hop and Haggard and Jagger
And throw a 20 on the corn hole game
If I'm lucky yeah I might get laid
The way that it's going, the keg gon' be floating

All I wanna do today is wear my favorite shades and get stoned
Work a little less, play a little more
That's what this day is for
And all I wanna do is lace my J's and lace some Jack in my Coke
Work on my laid back, ain't nothin' wrong
With gettin' my sun daze on, gettin' my sun daze on

Girl you know you're the life of my party
You can stay and keep sippin' Bacardi
Stir it up as we turn on some Marley
If you want you can get on Harley
I sit you up on a kitchen sink
Stick the pink umbrella in your drink
The way that we're feeling we gone by this evening

All I wanna do today is wear my favorite shades and get stoned
Work a little less, play a little more
That's what this day is for
And all I wanna do is lace my J's and lace some Jack in my Coke
Work on my laid back, ain't nothin' wrong
With gettin' my sun daze on, gettin' my sun daze on

All I wanna do today is wear my favorite shades and get stoned
Work a little less, play a little more
That's what this day is for
And all I wanna do is lace my J's and lace some Jack in my Coke
Work on my laid back, ain't nothin' wrong
With gettin' my sun daze on, gettin' my sun daze on",['Yearning'],98.83,['Medium Tempo'],Sun Daze,"[('little', 7), ('daze', 6), ('sun', 6)]"
317,Pentatonix,0.9282,['Pop'],"(Scott)
Mary did you know that your baby boy will one day walk on water?
(Avi)
Mary did you know that your baby boy will save our sons and daughters?
(Scott and Avi)
Did you know that your baby boy has come to make you new?
(Avi)
This child that you've delivered, will soon deliver you

(Kirstin)
Mary did you know that your baby boy will give sight to a blind man?
(Mitch)
Mary did you know that your baby boy will calm a storm with his hand?
(Mitch, Kirstin and Scott)
Did you know that your baby boy has walked where angels trod?
(Mitch)
And when you kiss your little baby, you have kissed the face of God

(All)
Mary did you know, Mary did you know, Mary did you know

(Scott)
The blind will see, the deaf will hear and the dead will live again
The lame will leap, the dumb will speak, the praises of the lamb

(Kevin)
Mary did you know that your baby boy is Lord of all creation?
Mary did you know that your baby boy will one day rule the nations?
(All)
Did you know that your baby boy is heaven's perfect Lamb?
(Mitch)
This sleeping child you're holding is the great I am
(All)
Mary did you know, Mary did you know, Mary did you know?",['Melancholy'],96.42,['Medium Tempo'],"Mary, Did You Know?","[('know', 15), ('mary', 12), ('will', 11)]"
318,Brad Paisley,0.9849,['Traditional'],"If she was a drink
She'd be a single-barrelled
Bourbon on ice
Smooth with a kick
A chill and a burn all
At the same time

She's Sunday drive meets
High speed chase
She ain't just a song
She's the whole mix tape
She's so complicated
That's the way God made her
Sunshine mixed with 
A little hurricane

Woah-oh-oh

And she destroys me in that t-shirt
And I love her so much it hurts
I never meant to fall like this
She don't just rain she pours
That girl right there's
The perfect storm

I know how to make her laugh
Or blush, or mad at me
But that's OK there ain't no one
More beautiful angry

And she loves just as deep
As she goes when she's down
The highs match the lows
Can't have one without the other
And I love her just the way
God made her
Sunshine mixed with 
A little hurricane

And she destroys me in that t-shirt
And I love her so much it hurts
I never meant to fall like this
But she don't just rain she pours
That girl right there's
The perfect storm

She's the girl of a lifetime
A guy like me spends his whole life
Looking for, that girl right there's
The perfect storm
Woah-oh-oh
Woah-oh-oh
(She destroys me in that t-shirt)",['Yearning'],99.25,['Medium Tempo'],Perfect Storm,"[('just', 5), ('girl', 4), ('storm', 3)]"
319,Imagine Dragons,0.2628,['Alternative & Punk'],"I know I took the path that you would never want for me
I know I let you down, didn't I?
So many sleepless nights where you were waiting up on me
Well, I'm just a slave unto the night

Now remember when I told you that's the last you'll see of me?
Remember when I broke you down to tears? (Oh yeah)
I know I took the path that you would never want for me
I gave you hell through all the years

So I, I bet my life
I bet my life
I bet my life on you, ooh, ooh
I, I bet my life, I bet my life
I bet my life on you, ooh, ooh

I've been around the world and never in my wildest dreams
Would I come running home to you
I've told a million lies but now I tell a single truth
There's you in everything I do (Oh, oh yeah)

Now remember when I told you that's the last you'll see of me?
Remember when I broke you down to tears? (Whoa whoa ooh)
I know I took the path that you would never want for me
I gave you hell through all the years

So I, I bet my life
I bet my life
I bet my life on you, ooh, ooh
I, I bet my life, I bet my life
I bet my life on you, ooh, ooh

Don't tell me that I'm wrong
I've walked that road before and left you on your own
And please believe them when they say
That it's left for yesterday and the records that I play
Please forgive me for all I've done

So I, I bet my life
I bet my life
I bet my life on you, ooh, ooh
I, I bet my life, I bet my life
I bet my life on you, ooh, ooh

(Yeah, yeah) I, I bet my
I bet my (Oh yeah, yeah, ooh)
I bet my
I, I bet my life
I bet my life
I bet my",['Yearning'],63.14,['Medium Tempo'],I Bet My Life,"[('bet', 24), ('life', 20), ('ooh', 14)]"
320,Luke Bryan,0.9917,['Traditional'],"Roll in the bar, me and my crew
Their little plan to get me over you
They're hookin' me up, yeah
Buyin' me drinks with a thousand girls
There's just one thing

I can't go anywhere, I can't do anything
No, I can't close my eyes without you in my dreams
You won't leave me alone, even though I know you're gone
I look around for someone new, but I see you
Jumpin' up there with the band
Takin' me by the hand
Hey boy, come dance with me
Stuck like a melody in my head
In the bed of my truck
By the light of the midnight moon
Baby, I see you

Don't know what you did, but you done it good
You don't know how bad that I wish I could
Delete you from my phone, find a girl and take her home
But there's just one thing wrong

I can't go anywhere, I can't do anything
No, I can't close my eyes without you in my dreams
You won't leave me alone, even though I know you're gone
I look around for someone new, but I see you
Jumpin' up there with the band
Takin' me by the hand
Hey boy, come dance with me
Stuck like a melody in my head
In the bed of my truck
By the light of the midnight moon
Baby, I see you

Your lips, your eyes
Girl, since you told me goodbye

I can't go anywhere, I can't do anything
No, I can't close my eyes without you in my dreams
You won't leave me alone, even though I know you're gone
I look around for someone new, but I see you
Jumpin' up there with the band
Takin' me by the hand
Hey boy, come dance with me
Stuck like a melody in my head
In the bed of my truck
By the light of the midnight moon
Baby, I see you

Baby, I see you
Baby, I see you",['Yearning'],99.59,['Medium Tempo'],I See You,"[('can', 9), ('see', 8), ('baby', 5)]"
